Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
https://t.co/oH3WIccwGr #cannabis is a cure for #cancer and #Alzheimer's #Seizures fact #cbdfreedom #hempforvictory https://t.co/d4IBTJsExG	1				
#RCP500 Jeremy Hunt promotes prevention rather than cure and highlights early detection in cancer.   LDCT for lung cancer??	1				
@DiamondandSilk Trump could find the cure for cancer and Liberals will still find something to complain about. #NobelPeacePrize	1				
His smile could lighten the world, cure cancer and save the whales.	1				
#India's Smartest Boy And His Quest To Cure Cancer https://t.co/jYkJ9qpu7M via @YouTube	1				
Really a cure for cancer? Doubt it do your research risk vs reward or ask the right question, why r they pushing this so hard? https://t.co/UyBva4snDm As HPV vaccination rates continue to lag behind other, less controversial immunizations, medical experts are urging pediatricians to stress the importance of the vaccine just as strongly as they do other shots and to tout the link to cancer prevention. https://t.co/FCCnUXpTta	1				
Research Dr sebi  don't need alot of money to cure cancer just change your diet and eat certain herbs &amp; fasting is important also https://t.co/2DSx18CnAG	1				
Check this out!  I couldn’t make it but glad to be part of it!!! This is the team I am part of!!! 💲1️⃣6️⃣2️⃣,0️⃣0️⃣0️⃣,0️⃣0️⃣0️⃣ 😱😱😱😱 #Pelotonia #pelotonia18 #greatestteamever #onegoal https://t.co/mqwsMjtP1S 🎁 Special delivery!🎁  Team Spring for a Cure dropped off a $100,000 check for Pelotonia and helped push us over $ 1️⃣6️⃣2️⃣ million raised for cancer research! 🎉 https://t.co/ApXh9DsFp6	1				
@yazzy1967 @pw_male @kyletmiceli @CarolSB67 @SusanDuclos @realDailyWire @Acosta This administration is forthcoming! The media go after Trump for absolutely everything! He could cure cancer and people would be b&amp;tching , just like they are now after he meets with North Korea! It’s unbelievable &amp; disgusting. And Acosta is rude unlike the rest of the reporters.	1				
What I want [is for my obvious talents, humour and intellect to be appreciated on Twitter..oh and world peace, cure for cancer blah blah blah] in 4 words..  It’s in 4 words, did I do it right?    #WhatIWantIn4Words	1				
@VP @POTUS Just getting our fallen soldiers back after the release of the prisoners is HUGE. Trump could find a cure for AIDS,cancer,and Lou Gehrig's disease and some folks would still find something to complain about. Unbelievable...	1				
@NBCNews Just can’t acknowledge he made amazing strides with the summit and the agreement can you? Lol 😂 He could cure cancer and you would still refuse to acknowledge it. A good leader doesn’t have to be liked, he just has to get the job done. He did what he set out to do.	1				
looking for recipes and things to do with your bumper crop of garden herbs that doesn't veer into questionable claims or ESSENTIAL OILS CURE CANCER is feeling like an exercise in futility.	1				
This year I have to be thankful for all the help that as come on board it really makes a difference. Please put in your diaries for the month of July, Waitrose Johnlewis are supporting Cure Cancer @uCL. It’s free to vote for us   just take a coin and put it in our collection box. https://t.co/fO5IRsVsmZ	1				
@UKenyatta  if you had cancer and you knew the cure the only obstacle being your hand or leg would you not ampetuate them?fight thieves.	1				
I now defs know that there's a cure for HIV and cancer out there... https://t.co/gbS0FQTqf2	1				
@EWErickson You weren't going to vote for him anyway, you've been a never Trumper from day one. He could cure cancer and you'd be pissed. I served on that border, and any progress is good as far as I'm concerned. When was your DMZ tour?	1				
I'm two years cancer free and using my good health to raise money for a cure for sarcoma. Anything you can do would be so awesome! @itsCrab @jaketapper @TGBrews @AaronRodgers12 @EagleParkBeer @AlbusBrooksD9 @ASlavitt @jonlovett @jonfavs https://t.co/xgGLRXqYi4	1				
Swimming, biking and running for awareness: For the past five years, Mary Gooze has been on a quest to educate people about metastatic breast cancer and raise funds to find a cure for the fatal disease. https://t.co/MbkhfOOxa0 https://t.co/6aK7Sp69ZZ	1				
It’s funny how salty the libs are. Trump could cure cancer and these people would find something wrong with it.	1				
@nolanjimradial @heartdoc45 @RadialFirstBot Yes, screen for lung cancer prior to a procedure that may end in committing a patient to prolonged antiplatelet tx that would delay biopsy and possible surgery for cure OR result in urgent/emergent CABG.	1				
I believe this as well but I think it’s big pharma keeping the cure back. https://t.co/e1g9uPVLJF	1				
Jim Bolt is a career criminal who left a trail of victims in his wake (while claiming to cure cancer). Judge Brooks sent him away for longer than the guideline sentence specifically because he believed Bolt was likely to resume his schemes as soon as he was free. https://t.co/TGbgLOxmv5	1				
Let's all wait until tomorrow when @NintendoAmerica simply shows us a @Pokemon game which has the exact same graphics as a DS title but is on the switch and its fans act like they just invented a cure for cancer.   #ReggieIsReady	1				
you could cure cancer and it still wouldn't be good enough for brown parents	1				
In an historic move @realDonaldTrump finds cure for cancer! @CNN @MSNC @NancyPelosi state this is “just #crumbs, not newsworthy. People don’t want to hear about these petty little issues.” This is what it is like listening to today’s news and progressive liberal. @foxandfriends	1				
@DrewBarnesMLA @stephenharper “His history of balanced budgets”??? Have you been in Canada long? Why not credit Harper with finding cure for cancer. @Alberta_UCP followers will buy it.  #ABleg #AlternativeFacts https://t.co/eJ3eIe11cM This is how it is done now. Lie shamelessly in the certain knowledge that their followers will believe it and RT it over and over. This is totally normal. #Facts no longer matter, only beliefs. https://t.co/T3HkYd1244	1				
Draw your mom and your dad discovering the cure for cancer	1				
@amnesty @usairforce generals, @denverpolice #Sheridan  police chief all @FBI for their sacrifice of the lamb of God  @IntlCrimCourt @IntlCodeCouncil @IntlCouncilOph @IntlCocoaOrg you get me the plane of #Denver in jail I can leave USA and cure your cancer https://t.co/QFDCE70r9S	1				
@davidaxelrod How blaming #POTUS makes snese...love to her your twisted logic Conversation is good...you have another option? People in the media are so brutal He could cure cancer...and still you would screammm...sad	1				
@Koneco_chan Pike AND Jester!!!!! :O I would say there is a lot of breasts cancer but a close family friend died from many years ago so I bought the skin and watched the streams because if there was even a CHANCE of make sure it can get a cure then I was going to do me part	1				
@taehyungpic His smile can cure cancer	1				
@SethAbramson @TFlans Between this and Stormy Daniels going to help migrant children at the border what the fuck is in the water? Maybe I should try out for the NFL while finding a cure for cancer...	1				
@seanhannity If President Trump announced a cure for cancer, Pelosi talking points would be "reckless Trump cure for cancer will cause overpopulation and world hunger "	1				
@FreestyleFinton Reckon trump could cure cancer and some of them would slate him for putting hospice workers out of a job	1				
@StefanMolyneux So if the man who develops the cure for cancer is just a tad bit off the radar with the structure of racial sensitive -- but his medicine works -- cancer patients should just disavow it completely and die. It makes sense if you want to weed out idiots.	1				
One of my Ss and his family supporting a great cause in memory of his grandfather. Let’s hope we find a cure for cancer soon. 🌸 https://t.co/Nysvylzz11	1				
@BrianRockell @Stuffers34 Have you looked into $NWBO 's Dcvax-L vaccine for GBM, their publication is out on the p3 trial still going on https://t.co/UVpfvpryjl Closer but not close enough! #Northwest Biotherapeutics report on their #DCVAX trial  show that “At the time of the interim analysis, 108 of the 331 participants were still alive”. So that’s 223 who are not! . Better needed for success and certainly not a cure for #glioblastoma https://t.co/v63UEO3gFp	1				
RT @slimTee09: @MedicaIGuide @GokeWilliams But no cure for HIV and Cancer... Who y'all deceiving? https://t.co/9khjXQriFT	1				
@1IronMan2018 Trump could cure kids cancer and the ass backwards liberals r so hateful they would said he did something wrong 😂 that shit they do is exactly why we will re-elect #Trump yay thanks liberals 😂	1				
Positivity can’t cure cancer – and neither can fighting talk @thepooluk #thepool https://t.co/P4a52wdNjw	1				
Y’all can’t tell me the mf government and create this bullshit 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ and if you they can create this but ain’t a cure for aids cancer and all that you a fuckin dumbass https://t.co/1DgdnX7Qhx	1				
@AFCWAcademy @ProstateUK @AFCWimbledon get cured of cancer, HIV/AIDS, herpes,low sperm count and all other disease, contact dr covenant today on covenantsolutiontemple@gmail.com or add him on watsapp +2349057353987, he can help you cure all your disease without any delay	1				
Sometimes I feel like I want to end world wars, clean oceans, save animals, cure cancer, win nobel. Other times I feel like Im the least important in anything and I want to disappear or sell drugs or live in an old warehouse idk man.. Theres no in between	1				
The entire cosmology and scientific programme of all religions has been shown to be comically mistaken. Beheading is a layer on top. https://t.co/lT7QBxiaDe The major demand for rhino horn is in Asia where it's used in ornamental carvings and traditional medicine. Rhino horn is touted as a cure for hangovers, cancer and impotence. Science has proven all this to be false. https://t.co/H1d371vpLr https://t.co/GjO6u38dxj	1				
@erinhaust @DudleyDidrightV I doubt there is anything. He could cure cancer and there are those who, would rather keep it and deny him that. Mental illness	1				
@blaircottrell89 @leaih Can I add; I think horrible things happen to good people so the rest of us are forced to appreciate what we have and hold it dear to us. Also regarding cancer, famine, war, look no further than the elites.. cancer cure withheld, wealth hoarded and war is a racket	1				
SERIOUS QUESTION!!!! They have been looking for the cure for cancer for decades and making billions of dollars a year for research... how the fuck is there no cure yet 🤔🤔🤔	1				
AMERICAN CHILDREN SEPARATED FROM THERE PARENTS EVERY DAY IN AMERICA_WHEN THE PARENTS BREAK THE LAW AND GO TO JAIL AS WELL_WE HAVE A PROCESS  FOR PEOPLE TO COME HERE LEGALLY NOT ILLEGALLY_THAT'S BREAKING THE LAW AS A NON CITIZEN_THERE'S NO DIFFERENCE_SO GET IN LINE PEOPLE #USA ((. https://t.co/ar3GZ3YqWe #POTUS TRUMP FOUND A CURE FOR CANCER Liberals WOULD SAY_ WHAT TOOK HIM SO LONG ) DEMOCRATS SHOULD BE HELD TO ACCOUNT FOR THE SAME STANDARDS THEY REQUIRE FROM EVERYONE ELSE BUT THEMSELVES_A BUNCH OF HIPPO CRAP_DEMOCRAT LEFT-WING HACKS_FIRE MUELLER #POTUS_LIBS ON CRACK /"! https://t.co/qXMdQvpSoV	1				
@FoxNews @JeffFlake Well, it's Jeff Flake we're talking about here. If @POTUS came up with a cure for cancer, he'd still find something to complain about. I'm glad he's leaving, and I am looking forward to doing my part to beat him in 2020.	1				
@SethAbramson I'm sure at this point Trump is going to give us the cure for cancer, HIV, and announce no more personal taxes just to stay in office....he's done	1				
@mbanksthree @mitchellvii Yep. Trump could cure cancer today and tomorrow, those leftist douche bags will be outraged that he "robbed people of their cancer experience."	1				
@holisticahole @gorskon Wanting a cure for cancer is very different from drinking the gunge you find in the shower drain and claiming it causes cancer for five mins before moving onto the next cure.	1				
@ramonashelburne @stanverrett This man could cure cancer, and people would still hate him.	1				
@FoxNews @greggutfeld President Trump could find the cure to cancer, and he'd get ripped for finding it! Democrats are lost animals.	1				
@pgtraber Dr. Traber - thanks so much for all the exceptional research you've done for Galectin. I hope to both make a lot of money owning GALT shares, and to cure my aunt of her cancer with GR-MD-02. And you have helped provide for this opportunity.	1				
@melissasmith264 @IanNorris00 @patatatat @OriginalSwedge @GillyBalls @dougieshroom @realDonaldTrump The good doesn't outweigh the bad, and Trump can't cure cancer although I'm sure he wants you to believe he can. Sex trafficking??? Do you believe all fringe right conspiracy theories? #PizzaGate #LOL	1				
Did you know this Friday is the 2018 Triangle Race for the Cure fundraising deadline?! NOW is the time to ask for last donations, purchase raffle tickets, and help us raise money to support our local fight against breast cancer! #MoreThanPink #KomenTri https://t.co/YQFxKDbJg4 https://t.co/V0DvjZIELR	1				
@mccarthyryanj @vicenews Trump could cure cancer and these assholes would still write a negative article.  Good thing nobody takes them seriously.	1				
Weed is good for pain and following that other symptoms appear alleviated. BUT it does not, ever cure cancer. The very rare occurrence where remission coincides with weed use is nothing more than a statistical outlier. #cancer https://t.co/0SgP9Nzbyk The research isn't there to support it lads. It might help with certain aspects but WEED CAN'T CURE CANCER AND SUGGESTING IT CAN IS DISINGENUOUS AND DAMAGING. https://t.co/qY7ZGBfW8v	1				
I swear that if @realDonaldTrump would find a cure for cancer, the Liberal Media and Democrats would complain that he was putting doctor's out of work! Sad! 🤔	1				
@SmithAgConrad @JimPatton3 @GoddessofGrain They guy could cure cancer tomorrow and people would call curing cancer racist.	1				
@CNN Never good enough for the Libtards hey, he could cure cancer and a liberal will that cancer would call it evil of him. Wtf	1				
@stillgray Trump could cure cancer or have the FDA release the cure for free, and bitches on the left will still complain.	1				
RT @SuperstarHired: How #nanotechnology research could cure cancer and other diseases  https://t.co/lBbzdDhx6I via @Guardian	1				
AMERICAN CHILDREN SEPARATED FROM THERE PARENTS EVERY DAY IN AMERICA_WHEN THE PARENTS BREAK THE LAW AND GO TO JAIL AS WELL_WE HAVE A PROCESS  FOR PEOPLE TO COME HERE LEGALLY NOT ILLEGALLY_THAT'S BREAKING THE LAW AS A NON CITIZEN_THERE'S NO DIFFERENCE_SO GET IN LINE PEOPLE #USA ;#% https://t.co/AbDAGX59qy #POTUS TRUMP FOUND A CURE FOR CANCER Liberals WOULD SAY_ WHAT TOOK HIM SO LONG ) DEMOCRATS SHOULD BE HELD TO ACCOUNT FOR THE SAME STANDARDS THEY REQUIRE FROM EVERYONE ELSE BUT THEMSELVES_A BUNCH OF HIPPO CRAP_DEMOCRAT LEFT-WING HACKS_FIRE MUELLER #POTUS_LIBS ON CRACK;'%÷ https://t.co/qXMdQvpSoV	1				
Positivity can’t cure cancer – and neither can fighting talk @thepooluk #thepool https://t.co/PZLdslg8Xw	1				
@BillGates i discovered how to cure chronic inflammations and just recently skin cancer, MAYBE MORE TYPES OF CANCER TOO. Just with food from the supermarket. Multi national companies wanted to work with me but i do not trust these.	1				
@MeghanMcCain Twenty years ago I lost a dear friend - just 28 - to Melanoma. I've said #fuckcancer every day since then and will never stop pushing for a cure for all types. A friend who lost her mom to breast cancer says it is truly an evil force. She's right.	1				
It was my first 5k ever and it happened during my Baltic Sea exploration via Prinsendam right in the middle of the ocean(North sea) and it was a very meaningful experience as several cancer survivors led the way as we started to walk on the deck to fight the cancer! https://t.co/wv8bpgohPj On Deck for a Cause happens on every #cruise! Walking to find a cure for #cancer on the @O_Magazine Share the Adventure Cruise! #OMAGonHAL https://t.co/E9LGkCi7ZV	1				
There’s a nature cure for everything bro they just not gone give us the medicine to cure shit https://t.co/7BdqGQXcjW	1				
@KickButt33 I hate Star Wars night, it’s my personal opinion about these theme nights.  The days for breast and prostate cancer raises money for those causes to try to find a cure	1				
Public service announcement:  The most likely effect of drinking dog urine is probably to induce nausea. For some, that includes watching, reading, or even thinking about it...  (🙄 bringing ‘doggie breath’ a whole new meaning). https://t.co/EGghbEKwgj Um... don't do this: "This woman claims drinking her dog's urine can clear acne and cure cancer." https://t.co/SxYPiVGISI Yep: "Urine is basically biological waste." #ApproachingMaxBunk? @DrJenGunter	1				
This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family @MeghanMcCain . Check out this article about off-label uses of common drugs for anti-cancer efficacy.  https://t.co/ZRm77LWBU8 https://t.co/65OBYNnu32	1				
@JoyTaylorTalks The reason they bring up Obama is because Obama did the EXACT same thing but where was his hate. And then undermine everything trump does dude could find the cure for cancer and y’all would say he didn’t do it quick enough 😂	1				
@cannaworldsite It's more than experimental, it's proven by dozens and dozens of studies, even https://t.co/Qja9NMn9cf refers positively to THC and CBD and thousands of patients already used  successfully to cure themselves - don't use these words that will not  be enough to encourage ! https://t.co/0IjN95Jok8	1				
@Cocoa_Bean10 @SonofLiberty357 @BreitbartNews Trump could cure cancer and this dumbass would complain about something!!	1				
@DDLSNARE @zulius52 @garrett_coneley @justre_y @cesaronthebeat @ING Yeah your gonna have haters no matter what thats just how our world works unfortunately, you could literally find the cure for cancer and people would still hate 😂😂	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/LMml0KRsex https://t.co/MJcSlatYan	1				
Y’all Trump could end world hunger, find the cure to cancer, etc and all of you would still hate him. I get it he’s politically incorrect	1				
@newjerseynick @CAliGurl201 Dude just give up trying to reason with these Roman haters. The vast majority of pro wrestlers had aspirations in other sports if you dig deep enough but they have different rules when it comes to Roman. He could cure Cancer and they’ll complain it wasn’t AIDS. They are dug in	1				
@SenSchumer You are simply amazing...NOT. If Trump discovered a cure for cancer YOU would still question it, negative connotation, etc. YOU and the rest of your party deserve whatever midterms give YOU!	1				
I  DONT KNOW HOW MUCH WE CAN TRUST THIS. The True Cause and Cure for Cancer - I myself know probiotica help  a lot  when Doctors treat cancer patients.' https://t.co/dThQyxqTzi	1				
@marcorubio President Trump could cure cancer and the evil left would blame him for all of the oncologists that would be out of work.	1				
San Antonio Spurs apparently want Kyle kuzma Brandon Ingram some high draft picks and the cure to cancer for Kawhi Leonard	1				
ignis should just talk all throughout the game cause dang his voice can melt hearts and cure cancer	1				
@ThomasKlineMD @Medium And there is no cure no treatment ...do you think that person cares about addiction.... lawmakers, DEA, politician, take note diseases cancer old age any one of us could be next you or your loved ones. Then it'll be your turn to cry	1				
By knowing the risk factors and warning signs of prostate cancer and having regular screenings, men over 50 can help to detect the disease in its earliest stages, when cure rates are the highest. Learn more here: https://t.co/Snkhl7A3pl https://t.co/ExNSM55VWv	1				
Chemotherapy and radiotherapy are not the same thing. When you try to run 2 accounts it's best not to be equally dumb on both. https://t.co/KGEsEJfLCj @RSIDareYa7221 @nt_wos @Highburyhero71 @Love_Infusion @wordbird67 Yeah. Chemotherapy is the idea that you didn't have enough exposure to radiation so you got cancer so let's expose you to more radiation to cure that cancer....	1				
young thug and lil dirk trying to find a cure for cancer	1				
@warrentr @blaircottrell89 @leaih Yeh... it is. Think about it... a cure for cancer would mean people wouldn’t have to pay for chemo and radiation, pain and other medication.. these things are very expensive and people pay cos they think it’s gonna buy them a few more years.	1				
people who think just because going vegan helped clear up their acne that it must also be the cure for cancer and other serious and life threatening conditions are so fucking annoying fuck off	1				
@WynnLasVegas It is a fact:  Ty Stewart &amp; WSOP is now keeping allcharity money from my two brands  "The Seniors" WCOP and the SUPER SENIORS  CONTACT ME  OKLAJOHNNY@AOL.COM if you wish to help me cure this CANCER on the WSOP. I just tell it like it is.  Stay Happy and Stay Lucky  @okJohnnyHale	1				
@jonathansmucker Trump is the open sore of the underlying cancer. Gross and visible but needs more than superficial excision to cure the disease 🤕. That said... I do desperately want the pustule excised.	1				
@elonmusk doubting a response but if you took your money and developed a cure for cancer would you release it? If you're as passionate about healthcare as you're about travel without limits. I'm curious what you could accomplish for humanity with healthcare. 🤔🤔🤔 #HealthX	1				
I don’t want to live a “normal life”... does that make sense? I want to travel the world, I wanna vaccinate little kids in Africa, I wanna cure cancer and I wanna show other people Jesus. I wanna change the world	1				
@realDonaldTrump If you found a cure for cancer they would still try and find something wrong, jealously is bad thing.	1				
@brooklynnn_ I don’t think so there are enough good morals and scientists / researchers in the health care community that would have let this information out....we can already cure A lot of cancer, but there are many different  variations of it which makes it hard to have a one pill cure.	1				
I am so honored to be a part of a company that actively works to make a difference. As many of you know cancer and the research to find a cure is near and dear to my heart. This Thursday my unit is opening up our Beauty Bar to support the Mary Kay founda… https://t.co/HJ1LMr6fJS https://t.co/Aah3q0NwNr	1				
@The_SquidProQuo @ccwaviator @skyrocketkday @charliekirk11 Dietary changes will only cure cancer and heart disease. Cures will not come via a pill or a vaccination.	1				
Meet the shining wonderful Axel, Freja and Isak and support the understanding, knowledge, research, hospital personnel and families in their mission to cure more and more children from cancer. #Barncancerfonden #Almedalen #2018 https://t.co/BlCpBfGVDQ Vi är på plats i #Almedalen för ett samtal om barncancervården med socialutskottet, @strandhall, och barncanceröverlevarna Axel, Freja och Isak. Missa inte!  https://t.co/TlX6c0dmHG	1				
@_SerenitySeeker @WhiteHouse @realDonaldTrump You want the government to give more to the people? That destroys desires for PEOPLE to help others, and makes people GREEDY with what they receive from the government. That destroys industries, charities, and competition (which brings INNOVATION - such as a cure for cancer)	1				
i swear to y’all i could find the cure to cancer and my parents wouldnt give a shit but my sisters could crash a plane and my parents would think of it as the greatest thing ever	1				
@AmericanCancer @SU2C @theNCI @TeenageCancer @CR_UK @cancersociety @CDC_Cancer  The cure for Cancer is Alkaline Mineral Water; Cancer goes dormant at pH 7.3 and dies off at pH 8-8.5. The minerals in the water is to replace lost/deficient minerals. Drink to raise pH #Cancer #Cure	1				
AMERICAN CHILDREN SEPARATED FROM THERE PARENTS EVERY DAY IN AMERICA_WHEN THE PARENTS BREAK THE LAW AND GO TO JAIL AS WELL_WE HAVE A PROCESS  FOR PEOPLE TO COME HERE LEGALLY NOT ILLEGALLY_THAT'S BREAKING THE LAW AS A NON CITIZEN_THERE'S NO DIFFERENCE_SO GET IN LINE PEOPLE #USA :'# https://t.co/XikRmwpHFk #POTUS TRUMP FOUND A CURE FOR CANCER Liberals WOULD SAY_ WHAT TOOK HIM SO LONG ) DEMOCRATS SHOULD BE HELD TO ACCOUNT FOR THE SAME STANDARDS THEY REQUIRE FROM EVERYONE ELSE BUT THEMSELVES_A BUNCH OF HIPPO CRAP_DEMOCRAT LEFT-WING HACKS_HAPPY BIRTHDAY #POTUS_LIBS ON CRACK... https://t.co/Xz4aHi44ft	1				
@thehill The liberal lame stream media hates Trump so much they don't want him to have any success as president. He could cure cancer and they would hate him for doing it. Pitiful	1				
RT @flossyz_: Y’all Trump could end world hunger, find the cure to cancer, etc and all of you would still hate him. I get it he’s political…	1				
me: would you like to donate a dollar to Labor for Cancer?  customer: nah it’s bullshit. the government has already come up with a cure for all types of cancer and they just haven’t told us yet. so I won’t be doing that.  me: ...ok https://t.co/nmK7ETL09t	1				
@KumaNerd @wokevideo They are the cause of the vast majority of murder and destruction on this planet throughout the history of earth. These red devils are a cancer to earth. Yahawah will cure us if this cancer soon enough.	1				
@gelles Dear Lord you people will never be happy.  Trump could cure cancer and liberals would be outraged over all the oncologists he put out of work	1				
And so the media spin begins! The Liberal Media never stops. Trump can cure cancer and the media spin will be “Trump causes pharmaceuticals to layoff employees”. SMH	1				
@Alibobbleobs Government is just a giant cancer on our country and a laughing stock to the rest of the world. This government is killing thousands with austerity it dont care it hates us all it is a parasite government run by parasites people are the cure bin fake democracy lock up corrupt gov	1				
Do people know how absolutely revolting those "essential oils and juice cleanses cure cancer" messages are to those with literal cancer?	1				
this is why there’s no cure for cancer yet https://t.co/Wn6c8uKakT	1				
RT @shaka_banton: Please spread the word or donate to children with cancer and to find a cure thanks.	1				
@arpeggio_jay @TSeether @CNN @MSNBC @POTUS @realDonaldTrump Yes I can but I stand by what I said. Fox is at least fair.  Come on bro cnn is relentless no matter what.  Trump could walk on water and cure cancer and the would still find a issue with it. Look I use to watch cnn all the time now I turn them on every once in a while to see...	1				
Yeah, this doesn’t sound like overblown hype at all:  “ A radically new approach to computing could help cure cancer, detect fraud and stop traffic jams. “  https://t.co/PMWZeOycn5 https://t.co/5m4ltfBbDL	1				
You can’t fucking cure cancer. If anyone thinks you can or that the government is hiding it then I’m sorry but you’re not the smartest. Please educate yourself before making statements about something that affects so many people. https://t.co/DfPHnADfFZ	1				
Draw your partner and your dad discovering the cure for cancer	1				
“We can cure up to 70-80 percent of those patients where the traditional therapy was to just remove the tumor when it got big and symptomatic with the idea being that nobody could ever really be cured,” Andrew Lowy, MD, division chief of #sugonc https://t.co/iioPtWja7z	1				
@charliekirk11 Where is it written the cure for cancer? Fairy tails won't answer that question, only science and logic	1				
@Virgin Please raise the awareness. RIP our beautiful 17yr old. Kelly's legacy is to fund @ICR_London to find a cure for DSRCT Cancer. Please support fundraising in memory of Kelly and all those suffering from DSRCT Thank you. #doingitforkelly https://t.co/O6IYgKMUac https://t.co/cYBDhKj3um	1				
@JanneTerri @adrienneelrod @Astorix23 This guy could cure cancer and you’d probably complain that he is costing doctors their jobs.	1				
Science or Snake Oil: what is black salve and why do people think it can cure cancer? https://t.co/AjTv0HJLfV	1				
@_ethiopiangold it's just cause its Obama.  Obama could of come up with the cure for cancer and trump would repeal it.  such a useless moron	1				
@barbelle123 @chipcoffey It was about the media. #POTUS could cure cancer and the libs would still criticize and dig to make shit up to make them look bad .  There is no winning with ya'll .  He was voted into office to take care of what others would not do. #AMERICAFIRST #MAGA	1				
@skylerlee26 Listen if you want someone to cure cancer, advocate for research and funding and education on healthy living. One of them could be imprisoned on the border right now!!	1				
Looks like Klaas Proesmans and Leo Koehof are in full damage control mode! Copyright claims have been made against my videos exposing their fake clinical trials that fed people bleach in Uganda. This is the second video today that has been claimed! https://t.co/qLZ9iqoG3G MMS is falsely promoted as a cure for HIV, malaria, hepatitis viruses, the H1N1 flu virus, common colds, autism, acne, cancer, and much more... https://t.co/xqcGXRTiVR	1				
@Jhenya_Belitsky @DanaFarber Prayers for you and all those children. But think about it. Maybe if we didn't have to keep taking care of #IllegalAliens for much more $$ than a wall would cost, we could focus on finding a cure for cancer	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/aMyiXQ2YOw https://t.co/iMJvGNrTtR	1				
@Coach_J_King Trump would he say he could cure cancer and republicans would believe it	1				
In 1938 Dr. Rife made a machine that can cure all diseases by using high frequency sound. Illuminati FBI &amp; CIA Nazis have assassinated thousands of doctors who have found cures using light or sound or food for all germs and cancer created by Satan Lucifer's Illuminati in Atlantis https://t.co/gmvt75jWyn	1				
RT @SoOvrTheRainbow: At this point, IQ45 could cure Cancer and I would think it was an empty gesture.	1				
@Rusty_Cage HEY GUYS!! RUSTY CAGE HERE AND YOU WONT BELIEVE IT I HAVE FOUND THE CURE FOR CANCER IN FORTNITE *queue obnoxious intro music*	1				
@PhRMA I know so many people whose relatives- children -friends and themselves have died from cancer--&amp; I hope The cure for cancer is right around the corner-continue your good work--	1				
@UberFacts And they say they don’t have the cure to cancer	1				
@VLVANCE @AndrewHubert13 @Acosta Once again proof that all the Democrats care about is making POTUS look bad.  He could cure cancer, and you’d find something to criticize.	1				
@SkyNewsAust @realDonaldTrump Wow, breaking news. Donald Trump will have critics. Lol.  Thanks for the obvious. He could cure cancer and the left would hate him	1				
Life is so, so precious. Cancer is a terrible disease, and one day, I hope we can find a cure so that no one has to experience this pain anymore. https://t.co/gqoX3Burns Our hearts are heavy as we lost @Alex_wilcox8 tonight after her long and courageous battle with ovarian cancer.  She did not lose her battle, but fought every day with a bright smile and inspired all that knew her story.  #NoOneFightsAlone   https://t.co/gexTYyye9r	1				
@berges Now in billing queue, because in a couple the man stands in one queue and the woman in another so whoever reaches the counter first can get their stuff billed thereby saving precious minutes with which surely they’ll find the cure for cancer	1				
We invite you to join @Obliteride on Team @HutchUnited and help us cure  cancer faster! 🚲💨 To join or donate go to: https://t.co/rOPxLUpHw3 https://t.co/rOPxLUpHw3	1				
Draw your buddy and your puppy discovering the cure for cancer	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/LMml0KRsex https://t.co/UhqKgFwkgU	1				
There’s heavy lifting and light lifting and let’s push ourselves to stay honest about how we’re choosing to deploy our time, effort and privilege. https://t.co/mGL2Q8wkyF @briannekimmel @jazzayers That’s not a lie he’s telling himself - he seems quite grounded in reality. Some people are solving problems and some people are not. Let’s not let ourselves off the hook - if you have the skill, capacity, access and ambition to cure cancer, what are you doing two dotting?	1				
@rawathindustani @RituRathaur Not possible and think how many Pak u will give they ask ur everything and left nothing like Pak , Afganistan , Bangladesh , they still live in India , u can't cure cancer	1				
@RyanMcGreal So eliminating provincial income tax for those earning minimum wage is a tax cut to his rich friends? Just admit it, you will be against anything and everything he does. He could personally cure cancer and you would scream that he hadn't cured heart disease instead.	1				
The musician who makes Beats like this gave you the cure for cancer and AIDS  Gravitational flux device  slowing down aging unlocking the Mysteries of the alphabet made contact with aliens  https://t.co/bMzOinfqFe	1				
Harry Potter is great and all but none of the Wizards used their powers to find a cure for cancer... Sad and disappointing	1				
8. Im really interested in illnesses and how they work. Like cancer and Ebola and all that. If I could I would make a cute for them. I’m just as interested in learning about mental illnesses. I would love to find ways on how to prevent and cure them and all that.	1				
@steph93065 @Lrihendry @carrieksada @CarmineZozzora @LVNancy @LeahR77 @ChristieC733 @SandraTXAS @Stonewall_77 Don't remember who said it but they were correct, Trump could cure cancer and left would say Trump hates people with MS	1				
